Token Similarity,AST Similarity,Data Flow Similarity,Runtime Similarity,Clone Type
65,31,25,42,Type-3
71,5,89,40,Type-3
12,83,31,80,Type-3
93,15,43,61,Type-3
64,50,96,4,Type-3
11,91,60,22,Type-3
70,85,34,47,Type-3
13,42,31,74,Type-3
41,86,82,49,Type-3
98,32,68,15,Type-3
91,6,58,8,Type-3
75,11,77,77,Type-3
47,18,94,100,Type-3
23,46,96,40,Type-3
64,63,73,34,Type-3
16,77,1,7,Type-3
37,24,100,9,Type-3
27,92,55,43,Type-3
32,70,86,71,Type-3
23,58,28,12,Type-3
69,19,12,46,Type-3
84,52,28,32,Type-3
3,94,91,29,Type-3
32,36,84,14,Type-3
9,37,25,79,Type-3
35,99,88,19,Type-3
76,99,100,35,Type-3
99,20,79,66,Type-3
72,63,26,46,Type-3
30,83,41,79,Type-3
3,46,23,55,Type-3
83,48,74,60,Type-3
7,100,73,75,Type-3
26,100,79,51,Type-3
35,96,85,15,Type-3
8,93,2,6,Type-3
42,81,34,33,Type-3
23,49,97,88,Type-3
36,1,81,48,Type-3
40,73,94,52,Type-3
93,48,8,27,Type-3
25,59,25,100,Type-3
3,8,62,97,Type-3
0,21,90,28,Type-3
19,22,15,1,Type-3
91,53,84,4,Type-3
44,51,3,86,Type-3
87,41,94,4,Type-3
91,49,63,49,Type-3
91,68,73,44,Type-3
68,50,83,52,Type-3
95,80,75,100,Type-3
51,97,27,42,Type-3
93,7,9,23,Type-3
63,38,25,94,Type-3
20,22,93,25,Type-3
79,76,68,16,Type-3
71,56,94,29,Type-3
75,41,49,88,Type-3
95,17,63,84,Type-3
24,49,47,11,Type-3
66,89,52,80,Type-3
25,79,63,14,Type-3
99,60,76,25,Type-3
80,45,21,55,Type-3
26,37,71,89,Type-3
51,42,72,21,Type-3
62,49,27,97,Type-3
85,72,75,55,Type-3
44,37,6,30,Type-3
57,5,18,53,Type-3
37,4,42,76,Type-3
34,73,14,41,Type-3
45,86,24,20,Type-3
70,69,80,14,Type-3
2,12,47,73,Type-3
5,8,51,95,Type-3
12,37,65,28,Type-3
45,31,90,46,Type-3
78,15,31,21,Type-3
89,80,37,78,Type-3
32,95,33,82,Type-3
78,31,82,34,Type-3
61,3,47,82,Type-3
62,54,75,30,Type-3
55,11,71,33,Type-3
38,50,0,98,Type-3
59,27,7,68,Type-3
77,5,40,22,Type-3
82,3,49,4,Type-3
91,7,37,36,Type-3
23,28,70,32,Type-3
49,26,51,76,Type-3
32,60,92,58,Type-3
75,59,50,1,Type-3
73,85,30,61,Type-3
6,61,43,11,Type-3
45,49,10,12,Type-3
61,63,96,83,Type-3
0,45,25,61,Type-3
78,46,60,81,Type-3
64,2,20,46,Type-3
44,8,22,45,Type-3
83,89,32,94,Type-3
54,11,31,12,Type-3
65,10,22,53,Type-3
66,75,8,73,Type-3
99,25,2,64,Type-3
79,56,26,36,Type-3
53,82,42,90,Type-3
92,79,94,61,Type-3
99,29,86,77,Type-3
62,59,37,83,Type-3
53,4,10,34,Type-3
51,63,41,20,Type-3
53,36,64,24,Type-3
66,8,64,33,Type-3
36,30,73,76,Type-3
11,65,76,3,Type-3
58,79,52,84,Type-3
19,85,79,58,Type-3
86,87,72,62,Type-3
85,41,1,23,Type-3
31,79,81,32,Type-3
70,19,44,45,Type-3
85,76,20,22,Type-3
43,45,6,75,Type-3
65,62,2,45,Type-3
77,16,1,78,Type-3
54,20,91,22,Type-3
15,19,74,9,Type-3
87,49,40,35,Type-3
70,86,54,92,Type-3
67,15,84,12,Type-3
51,86,34,52,Type-3
36,10,54,48,Type-3
45,66,18,94,Type-3
40,57,97,56,Type-3
4,17,76,15,Type-3
65,90,34,74,Type-3
4,48,74,27,Type-3
62,26,60,53,Type-3
2,25,28,60,Type-3
7,91,61,45,Type-3
25,96,75,28,Type-3
73,57,18,17,Type-3
97,100,20,31,Type-3
99,82,94,12,Type-3
52,8,32,56,Type-3
75,7,86,34,Type-3
83,83,75,29,Type-3
28,91,18,81,Type-3
13,23,20,100,Type-3
4,84,42,43,Type-3
26,44,43,57,Type-3
67,59,67,28,Type-3
28,9,31,99,Type-3
2,11,34,53,Type-3
96,58,70,94,Type-3
29,81,50,6,Type-3
99,22,57,23,Type-3
8,60,39,51,Type-3
0,37,22,71,Type-3
22,95,46,66,Type-3
66,93,24,21,Type-3
31,54,28,84,Type-3
87,52,9,36,Type-3
5,10,62,55,Type-3
76,76,97,83,Type-3
48,57,6,82,Type-3
14,38,92,50,Type-3
57,94,11,59,Type-3
52,15,70,81,Type-3
29,29,46,93,Type-3
75,12,39,9,Type-3
39,91,47,44,Type-3
58,98,96,50,Type-3
62,53,100,90,Type-3
47,17,42,0,Type-3
98,49,49,61,Type-3
91,28,43,10,Type-3
67,82,92,66,Type-3
6,3,75,3,Type-3
46,62,91,23,Type-3
42,36,55,74,Type-3
15,35,52,32,Type-3
21,19,46,58,Type-3
62,77,24,88,Type-3
45,18,81,94,Type-3
44,38,77,65,Type-3
40,6,86,76,Type-3
24,26,80,41,Type-3
49,29,47,75,Type-3
66,76,74,75,Type-3
51,96,23,53,Type-3
85,97,44,3,Type-3
30,35,91,68,Type-3
36,99,89,49,Type-3
21,23,39,48,Type-3
26,63,57,68,Type-3
1,97,61,28,Type-3
21,96,27,3,Type-3
52,24,80,41,Type-3
16,85,3,16,Type-3
55,10,51,86,Type-3
83,64,99,76,Type-3
87,37,73,74,Type-3
30,91,86,73,Type-3
42,88,89,97,Type-3
71,15,94,32,Type-3
52,46,15,91,Type-3
4,8,37,20,Type-3
1,20,70,30,Type-3
58,13,9,43,Type-3
3,96,33,92,Type-3
98,20,7,55,Type-3
33,41,6,51,Type-3
66,20,39,42,Type-3
83,65,50,5,Type-3
72,18,66,73,Type-3
5,19,43,73,Type-3
57,2,36,42,Type-3
46,34,46,95,Type-3
4,82,2,96,Type-3
60,14,32,97,Type-3
55,17,20,74,Type-3
34,21,12,18,Type-3
94,56,47,29,Type-3
12,92,93,39,Type-3
25,58,93,94,Type-3
85,58,55,58,Type-3
95,16,55,72,Type-3
63,10,14,77,Type-3
78,1,100,90,Type-3
10,9,83,94,Type-3
61,85,47,14,Type-3
79,16,56,91,Type-3
46,89,42,1,Type-3
69,46,7,47,Type-3
74,66,83,36,Type-3
57,37,29,94,Type-3
9,50,56,85,Type-3
15,21,72,73,Type-3
11,83,25,83,Type-3
70,98,69,97,Type-3
90,58,67,70,Type-3
87,78,74,70,Type-3
49,9,28,1,Type-3
14,32,91,61,Type-3
58,86,32,47,Type-3
69,5,75,58,Type-3
61,30,19,15,Type-3
82,25,100,66,Type-3
71,12,70,86,Type-3
61,15,66,92,Type-3
99,35,89,60,Type-3
49,92,47,6,Type-3
76,86,17,13,Type-3
53,75,22,63,Type-3
53,35,52,39,Type-3
96,44,15,15,Type-3
95,24,54,52,Type-3
27,23,36,72,Type-3
50,90,84,64,Type-3
73,96,54,91,Type-3
32,18,59,44,Type-3
0,64,76,3,Type-3
84,28,59,88,Type-3
68,92,30,40,Type-3
0,44,35,47,Type-3
54,61,49,43,Type-3
84,42,88,64,Type-3
88,16,47,23,Type-3
83,59,25,70,Type-3
44,93,48,93,Type-3
72,24,1,88,Type-3
79,96,36,38,Type-3
91,33,93,49,Type-3
39,40,39,62,Type-3
60,13,18,80,Type-3
35,56,86,99,Type-3
23,25,33,11,Type-3
79,17,90,49,Type-3
13,19,37,19,Type-3
97,70,38,91,Type-3
87,29,78,62,Type-3
74,28,46,35,Type-3
99,65,8,33,Type-3
0,11,17,68,Type-3
46,20,88,90,Type-3
75,73,81,98,Type-3
20,33,18,97,Type-3
72,37,17,25,Type-3
38,96,65,72,Type-3
2,69,75,86,Type-3
15,59,44,27,Type-3
67,84,28,17,Type-3
25,55,62,14,Type-3
53,58,61,7,Type-3
12,55,67,43,Type-3
60,91,41,5,Type-3
19,57,74,71,Type-3
82,72,76,94,Type-3
26,84,34,60,Type-3
1,73,7,36,Type-3
9,54,78,39,Type-3
59,28,24,16,Type-3
88,79,63,86,Type-3
18,82,61,57,Type-3
14,31,26,69,Type-3
46,11,53,73,Type-3
23,23,55,99,Type-3
15,41,39,93,Type-3
80,64,15,49,Type-3
59,46,28,22,Type-3
79,42,54,57,Type-3
81,41,14,90,Type-3
48,96,100,5,Type-3
3,45,4,71,Type-3
65,12,60,80,Type-3
48,28,63,35,Type-3
30,1,18,28,Type-3
65,56,12,95,Type-3
53,63,53,83,Type-3
1,39,91,18,Type-3
60,10,59,94,Type-3
14,50,52,24,Type-3
59,50,85,43,Type-3
42,74,97,42,Type-3
92,94,80,77,Type-3
97,4,64,5,Type-3
39,54,35,47,Type-3
95,48,38,41,Type-3
84,66,54,71,Type-3
29,53,85,41,Type-3
62,81,70,61,Type-3
23,93,99,83,Type-3
43,20,4,82,Type-3
13,74,100,46,Type-3
27,76,19,26,Type-3
13,76,79,70,Type-3
55,59,1,63,Type-3
33,66,83,4,Type-3
77,15,44,9,Type-3
88,25,43,24,Type-3
11,77,2,50,Type-3
55,3,69,99,Type-3
60,100,97,74,Type-3
60,89,26,18,Type-3
39,14,19,18,Type-3
19,20,8,92,Type-3
41,59,3,1,Type-3
6,40,27,17,Type-3
78,76,54,89,Type-3
72,76,33,14,Type-3
67,37,11,29,Type-3
30,57,27,37,Type-3
86,17,69,38,Type-3
69,47,100,85,Type-3
91,63,29,46,Type-3
75,79,74,83,Type-3
46,47,27,86,Type-3
50,74,83,26,Type-3
57,89,54,21,Type-3
21,64,13,20,Type-3
23,95,22,35,Type-3
33,64,25,94,Type-3
62,51,38,64,Type-3
59,47,73,58,Type-3
18,6,36,52,Type-3
23,61,73,67,Type-3
63,13,19,24,Type-3
19,17,8,66,Type-3
97,12,47,28,Type-3
26,88,70,76,Type-3
57,76,70,83,Type-3
43,99,43,72,Type-3
92,16,78,61,Type-3
64,36,34,9,Type-3
45,48,64,3,Type-3
99,93,37,8,Type-3
53,80,89,76,Type-3
38,9,29,27,Type-3
6,79,92,79,Type-3
53,97,21,9,Type-3
42,22,34,65,Type-3
19,14,85,31,Type-3
83,70,71,41,Type-3
24,34,35,66,Type-3
42,81,35,81,Type-3
84,78,3,90,Type-3
72,57,85,60,Type-3
26,42,58,76,Type-3
91,23,50,29,Type-3
24,38,6,16,Type-3
35,58,72,2,Type-3
97,72,3,24,Type-3
65,72,28,9,Type-3
8,32,50,9,Type-3
82,33,86,64,Type-3
78,22,1,39,Type-3
52,55,44,91,Type-3
20,44,53,96,Type-3
49,95,88,14,Type-3
15,20,39,36,Type-3
65,63,17,16,Type-3
25,85,80,53,Type-3
43,1,55,73,Type-3
28,43,47,82,Type-3
96,8,44,13,Type-3
97,89,19,73,Type-3
45,83,52,93,Type-3
90,40,57,23,Type-3
70,78,56,33,Type-3
48,39,71,29,Type-3
14,57,5,81,Type-3
16,99,67,54,Type-3
8,84,88,92,Type-3
76,78,10,50,Type-3
31,22,90,89,Type-3
65,68,46,8,Type-3
58,33,46,33,Type-3
31,23,43,14,Type-3
83,25,20,27,Type-3
42,71,26,62,Type-3
82,7,49,5,Type-3
90,69,14,3,Type-3
99,89,75,77,Type-3
58,33,21,96,Type-3
29,51,96,43,Type-3
10,43,51,4,Type-3
79,90,49,21,Type-3
25,78,58,59,Type-3
93,81,52,65,Type-3
1,65,46,59,Type-3
33,24,27,63,Type-3
40,47,21,80,Type-3
85,8,23,60,Type-3
30,15,20,1,Type-3
62,68,99,84,Type-3
54,24,69,41,Type-3
60,43,76,45,Type-3
84,86,38,85,Type-3
35,3,52,71,Type-3
39,94,19,40,Type-3
22,43,8,73,Type-3
25,82,90,69,Type-3
17,71,39,36,Type-3
78,35,61,18,Type-3
33,40,87,5,Type-3
85,16,35,28,Type-3
27,68,41,30,Type-3
48,18,10,7,Type-3
63,15,97,62,Type-3
70,60,14,10,Type-3
62,10,19,43,Type-3
61,1,14,65,Type-3
41,4,50,12,Type-3
23,98,37,8,Type-3
34,63,13,5,Type-3
76,16,58,34,Type-3
54,100,50,59,Type-3
48,60,3,55,Type-3
76,78,56,4,Type-3
94,86,59,29,Type-3
58,53,3,13,Type-3
82,42,65,90,Type-3
92,81,62,20,Type-3
21,36,64,89,Type-3
84,66,38,45,Type-3
60,33,91,99,Type-3
79,87,1,31,Type-3
29,65,7,40,Type-3
68,83,17,54,Type-3
59,71,82,1,Type-3
5,27,66,84,Type-3
84,57,46,94,Type-3
10,72,72,58,Type-3
23,29,28,44,Type-3
91,59,88,86,Type-3
78,53,29,40,Type-3
50,74,44,67,Type-3
18,84,95,35,Type-3
49,51,96,48,Type-3
80,78,58,92,Type-3
2,59,74,85,Type-3
2,48,49,69,Type-3
91,90,58,6,Type-3
30,44,54,12,Type-3
46,89,56,96,Type-3
7,52,37,67,Type-3
16,51,94,80,Type-3
98,63,2,29,Type-3
99,85,11,24,Type-3
90,37,26,54,Type-3
44,70,76,1,Type-3
96,3,71,26,Type-3
59,48,20,1,Type-3
74,66,9,16,Type-3
20,24,16,87,Type-3
69,84,12,62,Type-3
20,63,100,18,Type-3
57,23,6,21,Type-3
54,64,5,1,Type-3
27,51,97,30,Type-3
80,50,50,31,Type-3
81,70,28,9,Type-3
74,24,97,2,Type-3
45,68,36,61,Type-3
43,49,15,92,Type-3
88,11,23,99,Type-3
93,99,28,1,Type-3
24,19,73,24,Type-3
70,53,86,13,Type-3
48,11,70,74,Type-3
100,27,85,54,Type-3
45,49,80,18,Type-3
90,18,35,31,Type-3
89,53,71,71,Type-3
62,61,4,27,Type-3
76,6,77,57,Type-3
87,67,96,76,Type-3
11,86,11,95,Type-3
77,92,63,7,Type-3
56,40,70,13,Type-3
72,98,77,69,Type-3
63,79,44,97,Type-3
30,40,19,65,Type-3
3,81,55,43,Type-3
53,100,18,97,Type-3
82,94,77,10,Type-3
64,43,93,85,Type-3
92,35,57,20,Type-3
5,57,35,91,Type-3
64,10,53,31,Type-3
88,22,89,49,Type-3
90,86,49,7,Type-3
21,11,4,25,Type-3
16,66,60,85,Type-3
58,83,47,16,Type-3
28,86,48,50,Type-3
66,34,82,88,Type-3
16,96,31,29,Type-3
1,65,15,96,Type-3
31,43,89,22,Type-3
21,52,67,8,Type-3
96,36,22,13,Type-3
57,23,89,58,Type-3
52,82,17,56,Type-3
85,88,85,57,Type-3
46,4,64,36,Type-3
3,73,47,46,Type-3
37,28,21,53,Type-3
12,50,12,86,Type-3
60,71,28,16,Type-3
86,17,96,90,Type-3
63,28,17,19,Type-3
76,76,44,61,Type-3
83,32,53,9,Type-3
32,40,40,43,Type-3
97,0,64,44,Type-3
37,62,77,65,Type-3
28,81,49,40,Type-3
60,79,28,54,Type-3
31,23,14,64,Type-3
10,93,73,29,Type-3
17,40,99,63,Type-3
44,53,29,68,Type-3
20,5,30,27,Type-3
11,98,31,63,Type-3
19,57,50,36,Type-3
6,88,21,37,Type-3
90,17,54,71,Type-3
70,68,82,61,Type-3
1,74,48,5,Type-3
42,45,26,4,Type-3
96,98,9,64,Type-3
20,45,7,47,Type-3
28,9,35,91,Type-3
31,81,12,22,Type-3
44,22,51,59,Type-3
75,36,86,92,Type-3
76,87,37,92,Type-3
58,31,39,63,Type-3
2,32,31,44,Type-3
38,43,44,60,Type-3
50,71,18,71,Type-3
7,44,68,20,Type-3
45,14,66,31,Type-3
65,38,28,53,Type-3
5,31,9,37,Type-3
57,30,12,34,Type-3
40,67,48,89,Type-3
78,13,71,79,Type-3
53,13,19,78,Type-3
75,50,35,41,Type-3
40,41,24,6,Type-3
47,76,17,5,Type-3
95,49,89,61,Type-3
69,30,66,96,Type-3
26,17,87,14,Type-3
46,83,33,64,Type-3
76,23,58,89,Type-3
22,15,77,54,Type-3
73,10,37,32,Type-3
13,21,42,94,Type-3
60,50,4,49,Type-3
66,35,39,52,Type-3
75,79,18,69,Type-3
24,66,89,48,Type-3
64,13,1,68,Type-3
95,98,50,8,Type-3
23,82,60,42,Type-3
52,10,32,23,Type-3
72,97,79,86,Type-3
49,13,82,6,Type-3
0,65,77,51,Type-3
38,77,4,15,Type-3
73,25,99,39,Type-3
43,76,81,11,Type-3
93,18,88,37,Type-3
4,77,0,65,Type-3
67,41,63,58,Type-3
71,88,8,56,Type-3
79,10,11,93,Type-3
64,34,88,86,Type-3
78,41,97,0,Type-3
87,97,73,13,Type-3
14,39,91,11,Type-3
49,3,59,31,Type-3
5,47,21,15,Type-3
65,96,75,56,Type-3
68,9,19,90,Type-3
38,44,99,85,Type-3
97,86,26,82,Type-3
95,7,53,30,Type-3
28,75,10,50,Type-3
92,17,44,93,Type-3
87,66,9,33,Type-3
45,3,5,21,Type-3
30,20,68,52,Type-3
23,59,65,91,Type-3
14,72,0,41,Type-3
75,43,9,66,Type-3
19,60,43,11,Type-3
3,91,21,53,Type-3
57,78,95,36,Type-3
76,90,5,63,Type-3
60,67,16,100,Type-3
9,25,66,31,Type-3
40,65,95,49,Type-3
52,84,34,47,Type-3
86,17,77,59,Type-3
70,65,95,36,Type-3
75,6,83,81,Type-3
47,19,23,82,Type-3
14,43,88,69,Type-3
6,79,53,4,Type-3
71,77,91,7,Type-3
70,95,2,28,Type-3
42,78,40,51,Type-3
3,57,27,96,Type-3
50,49,84,80,Type-3
70,29,69,85,Type-3
58,47,35,63,Type-3
40,70,72,27,Type-3
60,23,61,29,Type-3
29,80,22,62,Type-3
17,80,46,25,Type-3
29,4,94,27,Type-3
6,54,87,60,Type-3
51,0,16,54,Type-3
47,49,89,33,Type-3
22,42,40,25,Type-3
36,84,97,71,Type-3
70,29,4,17,Type-3
92,67,61,65,Type-3
97,68,56,62,Type-3
52,40,65,64,Type-3
44,20,85,83,Type-3
48,19,4,60,Type-3
48,19,89,16,Type-3
81,36,84,24,Type-3
46,80,65,55,Type-3
24,72,98,59,Type-3
90,95,84,22,Type-3
26,22,14,83,Type-3
11,83,77,24,Type-3
22,8,25,31,Type-3
16,89,7,1,Type-3
43,80,44,85,Type-3
70,83,61,92,Type-3
23,94,15,13,Type-3
70,81,21,38,Type-3
92,84,48,22,Type-3
59,90,55,23,Type-3
52,62,22,51,Type-3
91,25,7,13,Type-3
86,38,70,92,Type-3
73,14,91,70,Type-3
15,61,25,54,Type-3
97,57,21,73,Type-3
24,30,91,86,Type-3
65,82,52,83,Type-3
49,67,25,52,Type-3
68,36,35,91,Type-3
77,61,34,31,Type-3
94,63,72,37,Type-3
39,46,75,88,Type-3
5,70,76,43,Type-3
63,55,81,36,Type-3
27,16,98,100,Type-3
8,9,65,52,Type-3
5,42,2,75,Type-3
16,60,100,65,Type-3
39,13,44,67,Type-3
98,81,70,8,Type-3
75,8,35,32,Type-3
44,79,25,96,Type-3
81,72,85,78,Type-3
42,10,81,71,Type-3
97,26,35,43,Type-3
45,93,89,0,Type-3
62,13,55,49,Type-3
0,13,62,96,Type-3
58,28,6,46,Type-3
62,10,43,68,Type-3
78,14,57,20,Type-3
17,43,33,5,Type-3
85,13,25,93,Type-3
81,90,45,86,Type-3
64,2,8,64,Type-3
19,11,39,63,Type-3
55,57,34,42,Type-3
53,13,44,13,Type-3
47,40,36,10,Type-3
99,16,12,79,Type-3
53,80,43,56,Type-3
88,97,42,18,Type-3
15,93,9,88,Type-3
19,86,55,24,Type-3
46,35,46,27,Type-3
96,24,45,32,Type-3
6,31,75,35,Type-3
22,22,1,0,Type-3
74,40,16,46,Type-3
32,79,69,73,Type-3
39,95,62,54,Type-3
4,42,58,16,Type-3
44,73,98,45,Type-3
40,56,54,23,Type-3
7,33,9,48,Type-3
80,32,14,61,Type-3
81,56,50,8,Type-3
49,27,98,64,Type-3
90,50,88,70,Type-3
30,59,46,19,Type-3
3,6,90,4,Type-3
65,1,17,91,Type-3
55,34,4,43,Type-3
4,47,39,41,Type-3
80,6,20,73,Type-3
53,76,48,19,Type-3
95,66,28,32,Type-3
92,88,74,60,Type-3
79,70,15,4,Type-3
0,61,85,7,Type-3
75,54,43,33,Type-3
82,90,97,31,Type-3
72,21,70,69,Type-3
60,27,20,15,Type-3
6,4,49,21,Type-3
29,65,23,71,Type-3
14,47,84,95,Type-3
3,55,35,98,Type-3
62,35,85,14,Type-3
69,23,49,48,Type-3
37,31,2,85,Type-3
46,85,51,38,Type-3
59,69,100,28,Type-3
98,86,74,22,Type-3
1,45,33,85,Type-3
68,77,89,58,Type-3
7,54,22,2,Type-3
50,14,31,8,Type-3
93,42,83,27,Type-3
18,62,8,23,Type-3
93,61,25,31,Type-3
30,69,46,45,Type-3
79,21,14,87,Type-3
21,87,86,70,Type-3
32,77,30,20,Type-3
85,24,27,38,Type-3
71,90,51,0,Type-3
36,60,8,24,Type-3
11,37,4,25,Type-3
68,50,15,31,Type-3
63,77,57,58,Type-3
24,84,32,77,Type-3
53,80,93,92,Type-3
28,77,15,50,Type-3
12,96,73,71,Type-3
25,57,21,79,Type-3
21,8,91,88,Type-3
92,81,54,89,Type-3
75,10,87,6,Type-3
91,48,33,24,Type-3
72,92,77,16,Type-3
9,68,46,65,Type-3
47,87,70,6,Type-3
41,52,83,46,Type-3
89,68,75,92,Type-3
99,9,67,66,Type-3
58,1,1,99,Type-3
52,86,12,77,Type-3
39,31,11,55,Type-3
74,64,60,60,Type-3
61,95,71,63,Type-3
5,17,39,56,Type-3
3,15,65,8,Type-3
90,15,84,47,Type-3
54,36,76,72,Type-3
87,54,5,33,Type-3
68,58,5,62,Type-3
2,54,21,31,Type-3
6,87,14,10,Type-3
87,53,97,83,Type-3
85,82,20,13,Type-3
11,39,88,85,Type-3
98,0,100,92,Type-3
16,10,39,42,Type-3
66,82,71,16,Type-3
74,4,73,29,Type-3
69,20,15,7,Type-3
35,54,10,60,Type-3
16,19,57,38,Type-3
85,81,4,62,Type-3
0,97,83,90,Type-3
66,22,86,60,Type-3
79,82,29,48,Type-3
98,9,56,42,Type-3
77,47,28,59,Type-3
48,100,53,100,Type-3
50,44,64,65,Type-3
70,33,25,71,Type-3
89,60,18,20,Type-3
42,63,38,67,Type-3
30,42,3,86,Type-3
23,84,19,11,Type-3
82,63,40,82,Type-3
36,39,62,13,Type-3
64,43,34,10,Type-3
88,78,67,70,Type-3
62,21,9,70,Type-3
55,16,45,100,Type-3
73,41,45,18,Type-3
17,6,38,37,Type-3
64,63,56,86,Type-3
28,51,33,58,Type-3
76,24,36,55,Type-3
3,57,30,5,Type-3
11,21,32,51,Type-3
55,73,74,46,Type-3
47,54,14,100,Type-3
18,49,75,0,Type-3
25,45,72,7,Type-3
37,15,70,13,Type-3
79,76,83,74,Type-3
24,42,1,47,Type-3
55,34,31,32,Type-3
73,57,53,13,Type-3
100,29,90,82,Type-3
27,48,33,47,Type-3
60,68,25,40,Type-3
91,38,3,4,Type-3
88,60,13,96,Type-3
88,69,71,48,Type-3
50,83,37,54,Type-3
11,38,57,62,Type-3
7,5,18,75,Type-3
99,4,61,83,Type-3
57,6,99,74,Type-3
87,78,99,62,Type-3
22,81,41,97,Type-3
36,100,25,30,Type-3
10,26,86,8,Type-3
16,22,82,87,Type-3
91,92,85,79,Type-3
55,87,1,26,Type-3
52,88,16,77,Type-3
66,83,67,9,Type-3
1,45,97,36,Type-3
28,20,30,61,Type-3
56,39,1,95,Type-3
33,65,52,30,Type-3
77,47,47,80,Type-3
96,48,68,67,Type-3
81,41,62,99,Type-3
92,45,94,83,Type-3
1,83,49,54,Type-3
74,10,95,76,Type-3
30,65,82,86,Type-3
76,60,26,7,Type-3
43,14,82,93,Type-3
89,25,80,75,Type-3
55,2,80,79,Type-3
97,17,75,29,Type-3
53,19,33,13,Type-3
52,87,36,28,Type-3
73,58,95,42,Type-3
75,79,35,10,Type-3
85,86,79,56,Type-3
45,9,73,71,Type-3
53,85,45,79,Type-3
30,83,79,93,Type-3
82,47,90,40,Type-3
23,73,41,55,Type-3
24,25,99,29,Type-3
34,48,69,43,Type-3
56,85,85,61,Type-3
71,11,72,1,Type-3
68,70,7,83,Type-3
85,60,38,75,Type-3
27,96,75,95,Type-3
75,61,75,14,Type-3
32,17,63,45,Type-3
52,47,48,67,Type-3
15,43,82,75,Type-3
25,41,76,92,Type-3
11,74,43,100,Type-3
86,75,90,86,Type-3
89,31,25,65,Type-3
76,35,26,58,Type-3
86,35,70,7,Type-3
30,9,73,79,Type-3
99,100,9,68,Type-3
26,40,28,89,Type-3
35,94,28,21,Type-3
58,2,59,20,Type-3
86,47,25,74,Type-3
2,47,30,60,Type-3
93,48,47,58,Type-3
31,38,79,40,Type-3
14,75,11,10,Type-3
74,57,95,88,Type-3
65,15,61,24,Type-3
89,28,61,19,Type-3
62,64,88,24,Type-3
97,91,73,71,Type-3
0,44,57,43,Type-3
74,71,48,67,Type-3
4,97,71,77,Type-3
89,79,81,81,Type-3
5,59,76,52,Type-3
98,89,48,36,Type-3
4,21,70,8,Type-3
72,24,73,21,Type-3
27,87,23,36,Type-3
82,6,83,30,Type-3
68,20,80,16,Type-3
86,64,93,92,Type-3
43,1,54,30,Type-3
15,16,14,88,Type-3
70,91,94,96,Type-3
77,47,32,31,Type-3
21,18,17,55,Type-3
72,93,58,39,Type-3
22,46,48,38,Type-3
42,60,14,98,Type-3
67,13,60,67,Type-3
42,55,74,11,Type-3
25,28,25,36,Type-3
40,1,79,12,Type-3
69,10,65,98,Type-3
30,31,89,8,Type-3
16,34,20,81,Type-3
8,42,13,7,Type-3
90,72,7,1,Type-3
54,33,40,66,Type-3
5,72,27,62,Type-3
69,63,92,73,Type-3
63,46,98,55,Type-3
3,8,18,24,Type-3
66,2,83,94,Type-3
87,90,83,7,Type-3
55,44,73,45,Type-3
17,20,84,48,Type-3
31,57,70,70,Type-3
84,97,94,9,Type-3
47,91,89,49,Type-3
28,96,36,35,Type-3
31,98,22,67,Type-3
24,39,65,87,Type-3
75,49,61,49,Type-3
62,68,77,5,Type-3
8,45,55,42,Type-3
70,45,52,33,Type-3
13,94,99,92,Type-3
19,41,14,91,Type-3
83,52,97,22,Type-3
9,32,74,34,Type-3
10,88,0,91,Type-3
38,21,28,8,Type-3
18,57,42,51,Type-3
18,7,82,39,Type-3
42,8,31,63,Type-3
60,10,56,83,Type-3
69,94,1,67,Type-3
71,92,41,72,Type-3
64,86,34,22,Type-3
22,36,45,85,Type-3
100,19,38,0,Type-3
59,47,79,54,Type-3
9,86,50,74,Type-3
62,8,44,68,Type-3
1,45,38,45,Type-3
35,81,36,83,Type-3
56,93,87,60,Type-3
65,25,8,28,Type-3
78,15,40,62,Type-3
19,49,49,90,Type-3
41,83,48,51,Type-3
20,15,9,91,Type-3
93,87,77,63,Type-3
87,15,99,53,Type-3
65,58,91,26,Type-3
37,95,12,87,Type-3
85,37,1,49,Type-3
92,61,23,19,Type-3
77,80,65,51,Type-3
68,56,7,63,Type-3
23,52,66,85,Type-3
25,35,2,72,Type-3
1,41,41,59,Type-3
45,53,37,33,Type-3
33,87,97,40,Type-3
61,88,13,53,Type-3
86,78,50,96,Type-3
40,51,56,83,Type-3
98,20,85,89,Type-3
14,39,72,67,Type-3
54,15,16,8,Type-3
2,82,18,85,Type-3
75,19,62,41,Type-3
37,4,38,50,Type-3
50,14,34,40,Type-3
16,39,29,52,Type-3
90,73,40,94,Type-3
82,74,91,99,Type-3
48,97,22,39,Type-3
20,43,12,90,Type-3
87,56,61,12,Type-3
23,71,86,48,Type-3
82,39,80,68,Type-3
94,62,61,30,Type-3
39,23,9,61,Type-3
19,97,65,0,Type-3
78,39,67,79,Type-3
34,20,42,3,Type-3
47,65,7,84,Type-3
98,18,94,56,Type-3
32,13,70,66,Type-3
55,75,88,39,Type-3
40,100,43,98,Type-3
53,19,60,12,Type-3
43,56,7,20,Type-3
81,19,59,9,Type-3
80,30,55,75,Type-3
71,28,15,2,Type-3
83,74,96,81,Type-3
10,55,29,58,Type-3
93,51,20,31,Type-3
90,74,88,21,Type-3
